"focsp","Site","Cov","fac_sc","lambda_med","lambda_lwr","lambda_upr"
"TROR","GH","Shade",0,6.54718973392358,3.1401365998726,14.4581906183935
"TROR","GH","Shade",1,8.35760922007343,3.88823285558066,18.9061136235681
"TROR","GH","Shade",2,10.7224784558402,4.4425890166975,26.6582444552016
"TROR","GH","Shade",2.5,12.1368261203495,4.67868062905684,32.6760188275402
"TROR","GH","Shade",3,13.6919837273896,4.85081134026847,40.3438014257628
"TROR","GH","Shade",4,17.6449356512992,5.02313990197594,63.4064276191078
"TROR","GH","Shade",4.5,19.9536552471875,5.05561007928695,80.7522606123766
"TROR","GH","Shade",5,22.5201176411175,5.07230299161251,103.309923476284
"TROR","GH","Shade",6,28.764723224631,4.98470946623695,170.179300513848
"TROR","GH","Shade",7,36.7257406178429,4.90028745032906,281.007461600177
"TROR","GH","Shade",7.11764705882353,37.7684822001473,4.88528529203606,298.117274392982
"TROR","GH","Shade",8,47.0807233794087,4.79125097817752,463.18749581506
"TROR","GH","Shade",9,60.1222078492149,4.72546127244153,763.326308023399
"TROR","GH","Shade",10,76.2408482568022,4.65601063351937,1264.54675606177
"TROR","GH","Shade",17,426.40310265506,4.02352468483206,45119.0418128074
"TROR","GH","Sun",0,10.6259783295914,5.21483683332723,23.4078129513797
"TROR","GH","Sun",1,11.8247919302299,5.85141835046738,26.1061958440937
"TROR","GH","Sun",2,13.2029337360757,6.32638824908446,29.4891733028943
"TROR","GH","Sun",2.5,13.9801443863224,6.54727481072053,31.8967004766762
"TROR","GH","Sun",3,14.7827026743475,6.71708923667899,34.6339245061618
"TROR","GH","Sun",4,16.5829524635166,6.9649989016595,40.8595627389561
"TROR","GH","Sun",4.5,17.4479115817326,6.96987379408317,45.2699114192878
"TROR","GH","Sun",5,18.4158425057897,7.02493739999296,50.1499747095742
"TROR","GH","Sun",6,20.5263230965272,7.08152793390935,61.2479000937698
"TROR","GH","Sun",7,22.8398189383107,7.06941238744671,75.4315963148513
"TROR","GH","Sun",7.11764705882353,23.1272130553071,7.05287542062764,77.467902673322
"TROR","GH","Sun",8,25.3995709657649,7.00238067220047,94.6846591581264
"TROR","GH","Sun",9,28.4442468601872,6.89035407753442,119.178215975735
"TROR","GH","Sun",10,31.754623656541,6.7027197439861,150.268986875779
"TROR","GH","Sun",17,68.2976516680322,5.6287625416128,809.836814256078
"TROR","NAM","Shade",0,6.04194730670637,2.88089490086733,13.8208389585259
"TROR","NAM","Shade",1,6.80664251322253,3.12921684340541,15.739051943962
"TROR","NAM","Shade",2,7.67005588699574,3.11915797872361,19.3085820818695
"TROR","NAM","Shade",2.5,8.1768241459119,3.0510226701001,21.7417722372064
"TROR","NAM","Shade",3,8.66679706266666,2.98807554395187,24.8157010343236
"TROR","NAM","Shade",4,9.74634501933393,2.72774550992828,33.5756306222652
"TROR","NAM","Shade",4.5,10.3446009517359,2.59170432091351,39.2547920147088
"TROR","NAM","Shade",5,11.0068452986547,2.46909450577466,46.581809824901
"TROR","NAM","Shade",6,12.3566613092193,2.19894945241394,65.8123473665203
"TROR","NAM","Shade",7,13.9096043115305,1.92298157913153,92.9368145292992
"TROR","NAM","Shade",7.11764705882353,14.1100926592755,1.89694774354335,96.9497483237577
"TROR","NAM","Shade",8,15.7332420340048,1.68906754387633,132.82201254282
"TROR","NAM","Shade",9,17.6824689975751,1.47167110763475,190.420423848992
"TROR","NAM","Shade",10,19.9209731334569,1.25763215780847,274.428342961741
"TROR","NAM","Shade",17,45.9601896048917,0.440331299744991,3792.9609644569
"TROR","NAM","Sun",0,9.820614459978,4.66545277981733,22.082178014519
"TROR","NAM","Sun",1,9.59592019754582,4.55424583012975,21.8110412762275
"TROR","NAM","Sun",2,9.40722087087208,4.31470355012317,21.6276927630045
